2017-02-08 17:11:10.6686 | DEBUG | Preloaded all referenced assemblies with System.Web.Compilation.BuildManager.GetReferencedAssemblies() | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.GlimpseMetadataConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.GlimpseRequestConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.GlimpseRequestHeadersConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.ListOfTraceMessageConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.MethodInfoConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TabMetadataConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TabResultConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TimelineEventModelConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Core.SerializationConverter.TimeSpanConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.CultureConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.ListOfExecutionModelConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.ListOfMetadataItemModelConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.ListOfViewsModelConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.MvcDisplayModelConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovered ISerializationConverter of type 'Glimpse.Mvc.SerializationConverter.UrlParameterConverter' and added it to collection. | 
2017-02-08 17:11:15.3751 | DEBUG | Discovering ITab's in 'C:\Windows\Microsoft.NET\Framework\v4.0.30319\Temporary ASP.NET Files\vs\0ce2b846\256b3c11' and all sub directories. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.AspNet.Tab.Cache' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.AspNet.Tab.Configuration' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.AspNet.Tab.Environment' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.AspNet.Tab.Request' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.AspNet.Tab.Routes' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.AspNet.Tab.Server' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.AspNet.Tab.Session' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.Core.Tab.Timeline' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.Core.Tab.Trace' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.Mvc.Tab.Execution' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.Mvc.Tab.Metadata' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.Mvc.Tab.ModelBinding' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered ITab of type 'Glimpse.Mvc.Tab.Views' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovering IDisplay's in 'C:\Windows\Microsoft.NET\Framework\v4.0.30319\Temporary ASP.NET Files\vs\0ce2b846\256b3c11' and all sub directories. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered IDisplay of type 'Glimpse.AspNet.Display.EnvironmentDisplay' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered IDisplay of type 'Glimpse.Core.Display.TimingsDisplay' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovered IDisplay of type 'Glimpse.Mvc.Display.MvcDisplay' and added it to collection. | 
2017-02-08 17:11:15.3971 | DEBUG | Discovering IRuntimePolicy's in 'C:\Windows\Microsoft.NET\Framework\v4.0.30319\Temporary ASP.NET Files\vs\0ce2b846\256b3c11' and all sub directories. | 
2017-02-08 17:11:15.4061 | DEBUG | Discovered IRuntimePolicy of type 'Glimpse.AspNet.Policy.LocalPolicy' and added it to collection. | 
2017-02-08 17:11:15.4061 | DEBUG | Discovered IRuntimePolicy of type 'Glimpse.Core.Policy.AjaxPolicy' and added it to collection. | 
2017-02-08 17:11:15.4061 | DEBUG | Discovered IRuntimePolicy of type 'Glimpse.Core.Policy.ContentTypePolicy' and added it to collection. | 
2017-02-08 17:11:15.4061 | DEBUG | Discovered IRuntimePolicy of type 'Glimpse.Core.Policy.ControlCookiePolicy' and added it to collection. | 
2017-02-08 17:11:15.4061 | DEBUG | Discovered IRuntimePolicy of type 'Glimpse.Core.Policy.GlimpseResourcePolicy' and added it to collection. | 
2017-02-08 17:11:15.4061 | DEBUG | Discovered IRuntimePolicy of type 'Glimpse.Core.Policy.StatusCodePolicy' and added it to collection. | 
2017-02-08 17:11:15.4061 | DEBUG | Discovered IRuntimePolicy of type 'Glimpse.Core.Policy.UriPolicy' and added it to collection. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.Core.Message.ITimelineMessage]' has been subscribed to all 'Glimpse.Core.Message.ITimelineMessage' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__0' on type 'Glimpse.Mvc.Display.MvcDisplay+<>c__DisplayClass4' has been subscribed to all 'Glimpse.Mvc.AlternateType.ActionInvoker+InvokeActionMethod+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__1' on type 'Glimpse.Mvc.Display.MvcDisplay+<>c__DisplayClass4' has been subscribed to all 'Glimpse.Mvc.AlternateType.ViewEngine+FindViews+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__2' on type 'Glimpse.Mvc.Display.MvcDisplay+<>c__DisplayClass4' has been subscribed to all 'Glimpse.Mvc.AlternateType.View+Render+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__3' on type 'Glimpse.Mvc.Display.MvcDisplay+<>c__DisplayClass4' has been subscribed to all 'Glimpse.AspNet.AlternateType.RouteBase+GetRouteData+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.AspNet.Message.ProcessConstraintMessage]' has been subscribed to all 'Glimpse.AspNet.Message.ProcessConstraintMessage' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.AspNet.Message.RouteDataMessage]' has been subscribed to all 'Glimpse.AspNet.Message.RouteDataMessage' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.Core.Message.ITimelineMessage]' has been subscribed to all 'Glimpse.Core.Message.ITimelineMessage' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.Core.Message.ITraceMessage]' has been subscribed to all 'Glimpse.Core.Message.ITraceMessage' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.Mvc.Message.IExecutionMessage]' has been subscribed to all 'Glimpse.Mvc.Message.IExecutionMessage' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.Mvc.AlternateType.View+Render+Message]' has been subscribed to all 'Glimpse.Mvc.AlternateType.View+Render+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__5' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ValueProvider`1+ContainsPrefix+Message[System.Web.Mvc.IUnvalidatedValueProvider]' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__6' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ValueProvider`1+ContainsPrefix+Message[System.Web.Mvc.IValueProvider]' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__7' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ValueProvider`1+GetValue+Message[System.Web.Mvc.IUnvalidatedValueProvider]' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__8' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ValueProvider`1+GetValue+Message[System.Web.Mvc.IValueProvider]' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__9' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ModelBinder+BindModel+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__a' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ModelBinder+BindProperty+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__b' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ValueProvider`1+GetValue+Message[System.Web.Mvc.IEnumerableValueProvider]' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<Setup>b__c' on type 'Glimpse.Mvc.Tab.ModelBinding+<>c__DisplayClassd' has been subscribed to all 'Glimpse.Mvc.AlternateType.ValueProvider`1+ContainsPrefix+Message[System.Web.Mvc.IEnumerableValueProvider]' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.Mvc.AlternateType.ViewEngine+FindViews+Message]' has been subscribed to all 'Glimpse.Mvc.AlternateType.ViewEngine+FindViews+Message' messages. | 
2017-02-08 17:11:15.4231 | DEBUG | Method '<PersistMessages>b__0' on type 'Glimpse.Core.Extensions.TabContextExtensions+<>c__DisplayClass1`1[Glimpse.Mvc.AlternateType.View+Render+Message]' has been subscribed to all 'Glimpse.Mvc.AlternateType.View+Render+Message' messages. | 
2017-02-08 17:11:15.4531 | DEBUG | get_Constraints method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | set_Constraints method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | get_DataTokens method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | set_DataTokens method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | get_Defaults method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | set_Defaults method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | get_RouteHandler method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | set_RouteHandler method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | get_Url method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | set_Url method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | get_RouteExistingFiles method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | set_RouteExistingFiles method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.4531 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Routing.Route'. | 
2017-02-08 17:11:15.5181 | INFO | Replaced Route of type 'System.Web.Routing.Route' with proxy implementation. | 
2017-02-08 17:11:15.5181 | INFO | Replaced Route of type 'System.Web.Routing.Route' with proxy implementation. | 
2017-02-08 17:11:15.5181 | INFO | Replaced Route of type 'System.Web.Routing.Route' with proxy implementation. | 
2017-02-08 17:11:15.5181 | DEBUG | get_Constraints method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | set_Constraints method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | get_DataTokens method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | set_DataTokens method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | get_Defaults method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | set_Defaults method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | get_RouteHandler method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | set_RouteHandler method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | get_Url method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | set_Url method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | get_RouteExistingFiles method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | set_RouteExistingFiles method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | _url method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | _parsedRoute method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | HttpMethodParameterName method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | _routeExistingFiles method of type 'System.Web.Routing.Route' is not proxyable. | 
2017-02-08 17:11:15.5181 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Routing.Route'. | 
2017-02-08 17:11:15.5451 | INFO | Replaced Route of type 'System.Web.Mvc.RouteCollectionExtensions+IgnoreRouteInternal' with proxy implementation. | 
2017-02-08 17:11:15.5451 | INFO | Replaced Route of type 'System.Web.Routing.Route' with proxy implementation. | 
2017-02-08 17:11:15.5451 | DEBUG | Setup IInspector of type 'Glimpse.AspNet.Inspector.RoutesInspector'. | 
2017-02-08 17:11:15.5451 | DEBUG | Setup IInspector of type 'Glimpse.Core.Inspector.TraceInspector'. | 
2017-02-08 17:11:15.5451 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.IDependencyResolver'. | 
2017-02-08 17:11:15.5641 | DEBUG | Replaced IDependencyResolver of type 'System.Web.Mvc.DependencyResolver+DefaultDependencyResolver' with proxy implementation. | 
2017-02-08 17:11:15.5641 | DEBUG | Setup IInspector of type 'Glimpse.Mvc.Inspector.DependencyInjectionInspector'. | 
2017-02-08 17:11:15.5781 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.IControllerFactory'. | 
2017-02-08 17:11:15.5781 | DEBUG | Proxied IControllerFactory of type 'System.Web.Mvc.DefaultControllerFactory'. | 
2017-02-08 17:11:15.5781 | DEBUG | Setup IInspector of type 'Glimpse.Mvc.Inspector.ExecutionInspector'. | 
2017-02-08 17:11:15.5781 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.ValueProviderFactory'. | 
2017-02-08 17:11:15.5781 | INFO | Replaced ValueProviderFactory of type 'System.Web.Mvc.ChildActionValueProviderFactory' with proxy implementation. | 
2017-02-08 17:11:15.5781 | INFO | Replaced ValueProviderFactory of type 'System.Web.Mvc.FormValueProviderFactory' with proxy implementation. | 
2017-02-08 17:11:15.5781 | INFO | Replaced ValueProviderFactory of type 'System.Web.Mvc.JsonValueProviderFactory' with proxy implementation. | 
2017-02-08 17:11:15.5781 | INFO | Replaced ValueProviderFactory of type 'System.Web.Mvc.RouteDataValueProviderFactory' with proxy implementation. | 
2017-02-08 17:11:15.5781 | INFO | Replaced ValueProviderFactory of type 'System.Web.Mvc.QueryStringValueProviderFactory' with proxy implementation. | 
2017-02-08 17:11:15.5781 | INFO | Replaced ValueProviderFactory of type 'System.Web.Mvc.HttpFileCollectionValueProviderFactory' with proxy implementation. | 
2017-02-08 17:11:15.5781 | INFO | Replaced ValueProviderFactory of type 'System.Web.Mvc.JQueryFormValueProviderFactory' with proxy implementation. | 
2017-02-08 17:11:15.5931 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.IModelBinder'. | 
2017-02-08 17:11:15.5931 | INFO | Replaced IModelBinder of type 'System.Web.Mvc.HttpPostedFileBaseModelBinder' with proxy implementation. | 
2017-02-08 17:11:15.5931 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.IModelBinder'. | 
2017-02-08 17:11:15.5931 | INFO | Replaced IModelBinder of type 'System.Web.Mvc.ByteArrayModelBinder' with proxy implementation. | 
2017-02-08 17:11:15.5931 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.IModelBinder'. | 
2017-02-08 17:11:15.5931 | INFO | Replaced IModelBinder of type 'System.Web.Mvc.LinqBinaryModelBinder' with proxy implementation. | 
2017-02-08 17:11:15.5931 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.IModelBinder'. | 
2017-02-08 17:11:15.5931 | INFO | Replaced IModelBinder of type 'System.Web.Mvc.CancellationTokenModelBinder' with proxy implementation. | 
2017-02-08 17:11:15.5931 | DEBUG | get_Binders method of type 'System.Web.Mvc.DefaultModelBinder' is not proxyable. | 
2017-02-08 17:11:15.5931 | DEBUG | set_Binders method of type 'System.Web.Mvc.DefaultModelBinder' is not proxyable. | 
2017-02-08 17:11:15.5931 | DEBUG | GetFilteredModelProperties method of type 'System.Web.Mvc.DefaultModelBinder' is not proxyable. | 
2017-02-08 17:11:15.5931 | DEBUG | Methods inspected via proxy generation hook on type 'System.Web.Mvc.DefaultModelBinder'. | 
2017-02-08 17:11:15.6081 | INFO | Replaced IModelBinder of type 'System.Web.Mvc.DefaultModelBinder' with proxy implementation. | 
2017-02-08 17:11:15.6081 | DEBUG | Setup IInspector of type 'Glimpse.Mvc.Inspector.ModelBinderInspector'. | 
